pd_no,pd_exg_mkt,info_seq,crd_grd_norm,crd_grd_rank,crd_grd_source,remaining_days,maturity_bucket,is_krw,has_sale_info,is_sellable,source
KR60023N1F40,장외,1,AAA,1,crd_grd,70,1년미만,Y,N,Y,derived:PRBD01N001
KR60025E1F36,장외,1,AAA,1,crd_grd,17,1년미만,Y,N,Y,derived:PRBD01N001
KR6002881E66,장외,1,,,,1032,1-3년,Y,N,Y,derived:PRBD01N001
KR60028S1F71,장외,1,AAA,1,crd_grd,152,1년미만,Y,N,Y,derived:PRBD01N001
KR6003451D57,장외,1,AA-,4,crd_grd,9757,10년이상,Y,N,Y,derived:PRBD01N001
KR6003491EA0,장외,1,A,6,crd_grd,427,1-3년,Y,N,Y,derived:PRBD01N001
KR6003491G64,장외,1,A,6,crd_grd,658,1-3년,Y,Y,Y,derived:PRBD01N001
KR6496454EB0,장외,1,C,19,crd_grd,542,1-3년,Y,N,Y,derived:PRBD01N001
KR6003492E24,장외,1,A,6,crd_grd,189,1년미만,Y,Y,Y,derived:PRBD01N001
KR60052Y1F95,장외,1,AA-,4,crd_grd,39,1년미만,Y,N,Y,derived:PRBD01N001
KR60058K1F59,장외,1,AAA,1,crd_grd,77,1년미만,Y,N,Y,derived:PRBD01N001
KR6006351FA0,장외,1,AA+,2,crd_grd,73,1년미만,Y,N,Y,derived:PRBD01N001
KR60068N1F60,장외,1,AAA,1,crd_grd,132,1년미만,Y,N,Y,derived:PRBD01N001
KR60079A1G48,장외,1,AA-,4,crd_grd,761,1-3년,Y,N,Y,derived:PRBD01N001
KR60081R1G63,장외,1,AA,3,crd_grd,313,1년미만,Y,N,Y,derived:PRBD01N001
KR6008561C62,장외,1,AA-,4,crd_grd,1041,1-3년,Y,N,Y,derived:PRBD01N001
KR6008562C61,장외,1,A+,5,crd_grd,9445,10년이상,Y,N,Y,derived:PRBD01N001
KR6009582G46,장외,1,,,,428,1-3년,Y,N,Y,derived:PRBD01N001
KR60095F2G59,장외,1,,,,357,1년미만,Y,N,Y,derived:PRBD01N001
KR60107P1F95,장외,1,AAA,1,crd_grd,196,1년미만,Y,N,Y,derived:PRBD01N001
KR6495543EA3,장외,1,C,19,crd_grd,526,1-3년,Y,N,Y,derived:PRBD01N001
KR60107R1G58,장외,1,AA,3,crd_grd,259,1년미만,Y,N,Y,derived:PRBD01N001
KR6011072A52,장외,1,,,,272,1년미만,Y,N,Y,derived:PRBD01N001
KR60114P1FB2,장외,1,AAA,1,crd_grd,271,1년미만,Y,N,Y,derived:PRBD01N001
KR60134E3FB7,장외,1,C,19,crd_grd,922,1-3년,Y,N,Y,derived:PRBD01N001
KR60142N3FC4,장외,1,AAA,1,crd_grd,581,1-3년,Y,N,Y,derived:PRBD01N001
KR6014831E62,장외,1,,,,1039,1-3년,Y,N,Y,derived:PRBD01N001
KR60152J1G36,장외,1,AA,3,crd_grd,1764,3-5년,Y,N,Y,derived:PRBD01N001
KR60161F1G35,장외,1,,,,763,1-3년,Y,N,Y,derived:PRBD01N001
KR60163K1G23,장외,1,,,,70,1년미만,Y,N,Y,derived:PRBD01N001
KR60195L4G53,장외,1,C,19,crd_grd,1103,3-5년,Y,N,Y,derived:PRBD01N001
KR6020151G69,장외,1,A,6,crd_grd,658,1-3년,Y,N,Y,derived:PRBD01N001
KR6029692F34,장외,1,A+,5,crd_grd,574,1-3년,Y,N,Y,derived:PRBD01N001
KR6030212B94,장외,1,BBB+,8,crd_grd,405,1-3년,Y,N,Y,derived:PRBD01N001
KR6046471E69,장외,1,,,,677,1-3년,Y,N,Y,derived:PRBD01N001
KR6056554B20,장외,1,AA,3,crd_grd,1641,3-5년,Y,Y,Y,derived:PRBD01N001
KR6214348E49,장외,1,A,6,crd_grd,234,1년미만,Y,N,Y,derived:PRBD01N001
KR6060006EB4,장외,1,AAA,1,crd_grd,99,1년미만,Y,N,Y,derived:PRBD01N001
KR6065951F91,장외,1,,,,770,1-3년,Y,N,Y,derived:PRBD01N001
KR6066571730,장외,1,AA,3,crd_grd,201,1년미만,Y,N,Y,derived:PRBD01N001
KR6078602E64,장외,1,,,,1031,1-3년,Y,N,Y,derived:PRBD01N001
KR6079314B98,장외,1,A,6,crd_grd,9150,10년이상,Y,N,Y,derived:PRBD01N001
KR6079942EC7,장외,1,,,,1215,3-5년,Y,N,Y,derived:PRBD01N001
KR6085662E58,장외,1,,,,999,1-3년,Y,N,Y,derived:PRBD01N001
KR6086951D24,장외,1,,,,9688,10년이상,Y,N,Y,derived:PRBD01N001
KR6104041G65,장외,1,,,,1773,3-5년,Y,N,Y,derived:PRBD01N001
KR60043X4F44,장외,1,C,19,crd_grd,709,1-3년,Y,N,Y,derived:PRBD01N001
KR6129341FB1,장외,1,,,,1545,3-5년,Y,N,Y,derived:PRBD01N001
KR6139991G20,장외,1,,,,1630,3-5년,Y,N,Y,derived:PRBD01N001
KR6214344F67,장외,1,A,6,crd_grd,95,1년미만,Y,N,Y,derived:PRBD01N001
KR6232831G50,장외,1,,,,1717,3-5년,Y,N,Y,derived:PRBD01N001
KR6242041G48,장외,1,,,,1712,3-5년,Y,N,Y,derived:PRBD01N001
KR62571816A8,장외,1,AAA,1,crd_grd,1529,3-5년,Y,N,Y,derived:PRBD01N001
KR6257371G53,장외,1,,,,989,1-3년,Y,N,Y,derived:PRBD01N001
KR6263101G41,장외,1,,,,66,1년미만,Y,N,Y,derived:PRBD01N001
KR6263601D80,장외,1,,,,741,1-3년,Y,N,Y,derived:PRBD01N001
KR6270661E40,장외,1,,,,955,1-3년,Y,N,Y,derived:PRBD01N001
KR6281741G56,장외,1,,,,1734,3-5년,Y,N,Y,derived:PRBD01N001
KR6285131FA8,장외,1,,,,1521,3-5년,Y,N,Y,derived:PRBD01N001
KR6288821814,장외,1,AAA,1,crd_grd,4156,10년이상,Y,N,Y,derived:PRBD01N001
KR6291382E51,장외,1,A-,7,crd_grd,273,1년미만,Y,N,Y,derived:PRBD01N001
KR6306621G56,장외,1,,,,633,1-3년,Y,N,Y,derived:PRBD01N001
KR6322511F73,장외,1,,,,1411,3-5년,Y,N,Y,derived:PRBD01N001
KR6338841F88,장외,1,,,,1447,3-5년,Y,N,Y,derived:PRBD01N001
KR6377641F70,장외,1,,,,328,1년미만,Y,N,Y,derived:PRBD01N001
KR6380721B48,장외,1,,,,1572,3-5년,Y,N,Y,derived:PRBD01N001
KR6397042B85,장외,1,AA+,2,crd_grd,721,1-3년,Y,N,Y,derived:PRBD01N001
KR6401081BC9,장외,1,AA,3,crd_grd,685,1-3년,Y,N,Y,derived:PRBD01N001
KR6401262F68,장외,1,AAA,1,crd_grd,108,1년미만,Y,N,Y,derived:PRBD01N001
KR6419051F99,장외,1,,,,1482,3-5년,Y,N,Y,derived:PRBD01N001
KR6420512FC1,장외,1,AA+,2,crd_grd,1399,3-5년,Y,N,Y,derived:PRBD01N001
KR6421801C26,장외,1,,,,188,1년미만,Y,N,Y,derived:PRBD01N001
KR6422721C54,장외,1,AA+,2,crd_grd,486,1-3년,Y,N,Y,derived:PRBD01N001
KR6422722C53,장외,1,AA+,2,crd_grd,669,1-3년,Y,N,Y,derived:PRBD01N001
KR6439161C97,장외,1,AA,3,crd_grd,486,1-3년,Y,N,Y,derived:PRBD01N001
KR6443961G55,장외,1,AAA,1,crd_grd,481,1-3년,Y,N,Y,derived:PRBD01N001
KR6455391E36,장외,1,,,,874,1-3년,Y,N,Y,derived:PRBD01N001
KR6458371DA6,장외,1,AAA,1,crd_grd,796,1-3년,Y,N,Y,derived:PRBD01N001
KR6463352D87,장외,1,AAA,1,crd_grd,338,1년미만,Y,N,Y,derived:PRBD01N001
KR6463862FC8,장외,1,AA,3,crd_grd,425,1-3년,Y,N,Y,derived:PRBD01N001
KR6481821E57,장외,1,BBB,9,crd_grd,10128,10년이상,Y,N,Y,derived:PRBD01N001
KR6486221F85,장외,1,AA,3,crd_grd,2291,5-10년,Y,N,Y,derived:PRBD01N001
KR6486631E64,장외,1,,,,1033,1-3년,Y,N,Y,derived:PRBD01N001
KR6493112E92,장외,1,C,19,crd_grd,128,1년미만,Y,N,Y,derived:PRBD01N001
KR6495882EA5,장외,1,C,19,crd_grd,161,1년미만,Y,N,Y,derived:PRBD01N001
KR2001024E78,장외,2,,,,1805,3-5년,Y,Y,Y,derived:PRBD01N001
KR2022012DC8,장외,2,,,,863,1-3년,Y,Y,Y,derived:PRBD01N001
KR2044022D14,장외,2,,,,528,1-3년,Y,Y,Y,derived:PRBD01N001
KR2066022C91,장외,2,,,,405,1-3년,Y,Y,Y,derived:PRBD01N001
KR2077022G60,장외,2,,,,1774,3-5년,Y,Y,Y,derived:PRBD01N001
KR6030203A62,장외,2,AAA,1,crd_grd,1396,3-5년,Y,Y,Y,derived:PRBD01N001
KR2008012C53,장외,3,,,,283,1년미만,Y,Y,Y,derived:PRBD01N001
KR101501DD39,장내,1,,,,588,1-3년,Y,N,Y,derived:PRBD01N001
KR101501DD47,장내,1,,,,618,1-3년,Y,N,Y,derived:PRBD01N001
KR101501DF60,장내,1,,,,1409,3-5년,Y,N,Y,derived:PRBD01N001
KR101701D690,장내,1,,,,40,1년미만,Y,N,Y,derived:PRBD01N001
KR101701D773,장내,1,,,,344,1년미만,Y,N,Y,derived:PRBD01N001
KR103104AG69,장내,1,,,,6,1년미만,Y,N,Y,derived:PRBD01N001
KR103501GF97,장내,1,,,,385,1-3년,Y,N,Y,derived:PRBD01N001
KR10350271C8,장내,1,,,,1937,5-10년,Y,N,Y,derived:PRBD01N001
KR1035027V32,장내,1,,,,567,1-3년,Y,N,Y,derived:PRBD01N001
KR103502GE30,장내,1,,,,10063,10년이상,Y,N,Y,derived:PRBD01N001
KR2001021FC9,장내,1,,,,478,1-3년,Y,N,Y,derived:PRBD01N001
KR2001024E78,장내,1,,,,1805,3-5년,Y,N,Y,derived:PRBD01N001
KR2001031BC7,장내,1,,,,102,1년미만,Y,N,Y,derived:PRBD01N001
KR2002012DA6,장내,1,,,,802,1-3년,Y,N,Y,derived:PRBD01N001
KR2003012F10,장내,1,,,,1259,3-5년,Y,N,Y,derived:PRBD01N001
KR2003022C86,장내,1,,,,375,1-3년,Y,N,Y,derived:PRBD01N001
KR2003022F26,장내,1,,,,1287,3-5년,Y,N,Y,derived:PRBD01N001
KR2003022G17,장내,1,,,,1624,3-5년,Y,N,Y,derived:PRBD01N001
KR2004022D59,장내,1,,,,649,1-3년,Y,N,Y,derived:PRBD01N001
KR2004022EC7,장내,1,,,,1228,3-5년,Y,N,Y,derived:PRBD01N001
KR2005011516,장내,1,,,,1257,3-5년,Y,N,Y,derived:PRBD01N001
KR2005022E14,장내,1,,,,894,1-3년,Y,N,Y,derived:PRBD01N001
KR2005022G53,장내,1,,,,1744,3-5년,Y,N,Y,derived:PRBD01N001
KR2006014G85,장내,1,,,,1836,5-10년,Y,N,Y,derived:PRBD01N001
KR2006022D39,장내,1,,,,588,1-3년,Y,N,Y,derived:PRBD01N001
KR2006022F78,장내,1,,,,1440,3-5년,Y,N,Y,derived:PRBD01N001
KR2006024C87,장내,1,,,,375,1-3년,Y,N,Y,derived:PRBD01N001
KR2007022BB2,장내,1,,,,101,1년미만,Y,N,Y,derived:PRBD01N001
KR2007024F58,장내,1,,,,1379,3-5년,Y,N,Y,derived:PRBD01N001
KR2007024FA1,장내,1,,,,1532,3-5년,Y,N,Y,derived:PRBD01N001
KR2007024FB9,장내,1,,,,1562,3-5년,Y,N,Y,derived:PRBD01N001
KR2007024FC7,장내,1,,,,1593,3-5년,Y,N,Y,derived:PRBD01N001
KR2008012C12,장내,1,,,,163,1년미만,Y,N,Y,derived:PRBD01N001
KR2008012CB0,장내,1,,,,466,1-3년,Y,N,Y,derived:PRBD01N001
KR2008012D37,장내,1,,,,588,1-3년,Y,N,Y,derived:PRBD01N001
KR2008012DC6,장내,1,,,,863,1-3년,Y,N,Y,derived:PRBD01N001
KR2008012E44,장내,1,,,,983,1-3년,Y,N,Y,derived:PRBD01N001
KR2008012E51,장내,1,,,,1014,1-3년,Y,N,Y,derived:PRBD01N001
KR2008012E69,장내,1,,,,1044,1-3년,Y,N,Y,derived:PRBD01N001
KR2008012F43,장내,1,,,,1348,3-5년,Y,N,Y,derived:PRBD01N001
KR2022022F59,장내,1,,,,1379,3-5년,Y,N,Y,derived:PRBD01N001
KR2022022G25,장내,1,,,,1652,3-5년,Y,N,Y,derived:PRBD01N001
KR2033022G14,장내,1,,,,1624,3-5년,Y,N,Y,derived:PRBD01N001
KR2044022C80,장내,1,,,,375,1-3년,Y,N,Y,derived:PRBD01N001
KR2044022D63,장내,1,,,,679,1-3년,Y,N,Y,derived:PRBD01N001
KR2055012B89,장내,1,,,,10,1년미만,Y,N,Y,derived:PRBD01N001
KR2055012D12,장내,1,,,,528,1-3년,Y,N,Y,derived:PRBD01N001
KR2066022C75,장내,1,,,,344,1년미만,Y,N,Y,derived:PRBD01N001
KR2077012F14,장내,1,,,,1259,3-5년,Y,N,Y,derived:PRBD01N001
KR2077022C15,장내,1,,,,163,1년미만,Y,N,Y,derived:PRBD01N001
KR2077022F46,장내,1,,,,1348,3-5년,Y,N,Y,derived:PRBD01N001
KR2088022C87,장내,1,,,,375,1-3년,Y,N,Y,derived:PRBD01N001
KR2088022E44,장내,1,,,,983,1-3년,Y,N,Y,derived:PRBD01N001
KR2088022FC3,장내,1,,,,1593,3-5년,Y,N,Y,derived:PRBD01N001
KR2099012F75,장내,1,,,,1440,3-5년,Y,N,Y,derived:PRBD01N001
KR2099022G23,장내,1,,,,1652,3-5년,Y,N,Y,derived:PRBD01N001
KR2100012E31,장내,1,,,,953,1-3년,Y,N,Y,derived:PRBD01N001
KR2100012E64,장내,1,,,,1044,1-3년,Y,N,Y,derived:PRBD01N001
KR2100012F63,장내,1,,,,1409,3-5년,Y,N,Y,derived:PRBD01N001
KR310201AFA6,장내,1,AAA,1,crd_grd,62,1년미만,Y,N,Y,derived:PRBD01N001
KR310201GEB4,장내,1,AAA,1,crd_grd,253,1년미만,Y,N,Y,derived:PRBD01N001
KR310202DB89,장내,1,AAA,1,crd_grd,9140,10년이상,Y,N,Y,derived:PRBD01N001
KR3102044V29,장내,1,AAA,1,crd_grd,543,1-3년,Y,N,Y,derived:PRBD01N001
KR310204D791,장내,1,AAA,1,crd_grd,405,1-3년,Y,N,Y,derived:PRBD01N001
KR310205GEB5,장내,1,AAA,1,crd_grd,447,1-3년,Y,N,Y,derived:PRBD01N001
KR310205GFC0,장내,1,AAA,1,crd_grd,287,1년미만,Y,N,Y,derived:PRBD01N001
KR310206GFB0,장내,1,AAA,1,crd_grd,443,1-3년,Y,N,Y,derived:PRBD01N001
KR3102084T57,장내,1,AAA,1,crd_grd,280,1년미만,Y,N,Y,derived:PRBD01N001
KR310208GE95,장내,1,AAA,1,crd_grd,380,1-3년,Y,N,Y,derived:PRBD01N001
KR310210GC85,장내,1,AAA,1,crd_grd,3,1년미만,Y,N,Y,derived:PRBD01N001
KR310211GC50,장내,1,AAA,1,crd_grd,271,1년미만,Y,N,Y,derived:PRBD01N001
KR310212GF56,장내,1,AAA,1,crd_grd,463,1-3년,Y,N,Y,derived:PRBD01N001
KR310215GF12,장내,1,AAA,1,crd_grd,344,1년미만,Y,N,Y,derived:PRBD01N001
KR31021872A2,장내,1,AAA,1,crd_grd,2251,5-10년,Y,N,Y,derived:PRBD01N001
KR310218GG67,장내,1,AAA,1,crd_grd,671,1-3년,Y,N,Y,derived:PRBD01N001
KR350114GC13,장내,1,AAA,1,crd_grd,890,1-3년,Y,N,Y,derived:PRBD01N001
KR310521GG36,장내,1,AAA,1,crd_grd,583,1-3년,Y,N,Y,derived:PRBD01N001
KR310523GG59,장내,1,AAA,1,crd_grd,93,1년미만,Y,N,Y,derived:PRBD01N001
KR350102GBA3,장내,1,AAA,1,crd_grd,772,1-3년,Y,N,Y,derived:PRBD01N001
KR350103GF54,장내,1,AAA,1,crd_grd,1356,3-5년,Y,N,Y,derived:PRBD01N001
KR350103GF62,장내,1,AAA,1,crd_grd,1383,3-5년,Y,N,Y,derived:PRBD01N001
KR350104GF61,장내,1,AAA,1,crd_grd,294,1년미만,Y,N,Y,derived:PRBD01N001
KR350105GE87,장내,1,AAA,1,crd_grd,367,1-3년,Y,N,Y,derived:PRBD01N001
KR350106GC62,장내,1,AAA,1,crd_grd,290,1년미만,Y,N,Y,derived:PRBD01N001
KR350106GG76,장내,1,AAA,1,crd_grd,1053,1-3년,Y,N,Y,derived:PRBD01N001
KR350107GB88,장내,1,AAA,1,crd_grd,-1,만기경과,Y,N,N,derived:PRBD01N001
KR350108GBC6,장내,1,AAA,1,crd_grd,842,1-3년,Y,N,Y,derived:PRBD01N001
KR350110GC90,장내,1,AAA,1,crd_grd,388,1-3년,Y,N,Y,derived:PRBD01N001
KR350701GF19,장내,1,AAA,1,crd_grd,521,1-3년,Y,N,Y,derived:PRBD01N001
KR350702GD93,장내,1,AAA,1,crd_grd,6234,10년이상,Y,N,Y,derived:PRBD01N001
KR350702GDC2,장내,1,AAA,1,crd_grd,6314,10년이상,Y,N,Y,derived:PRBD01N001
KR350702GE50,장내,1,AAA,1,crd_grd,10114,10년이상,Y,N,Y,derived:PRBD01N001
KR350702GE84,장내,1,AAA,1,crd_grd,1096,3-5년,Y,N,Y,derived:PRBD01N001
KR350703GFA9,장내,1,AAA,1,crd_grd,10633,10년이상,Y,N,Y,derived:PRBD01N001
KR350704GAB6,장내,1,AAA,1,crd_grd,8849,10년이상,Y,N,Y,derived:PRBD01N001
KR350801G574,장내,1,AAA,1,crd_grd,1425,3-5년,Y,N,Y,derived:PRBD01N001
KR350801GA62,장내,1,AAA,1,crd_grd,1396,3-5년,Y,N,Y,derived:PRBD01N001
KR350801GG58,장내,1,AAA,1,crd_grd,997,1-3년,Y,N,Y,derived:PRBD01N001
KR351601GFB2,장내,1,AAA,1,crd_grd,805,1-3년,Y,N,Y,derived:PRBD01N001
KR310221GG62,장내,1,AAA,1,crd_grd,495,1-3년,Y,N,Y,derived:PRBD01N001
KR310501GD17,장내,1,AAA,1,crd_grd,513,1-3년,Y,N,Y,derived:PRBD01N001
KR310501GFB4,장내,1,AAA,1,crd_grd,74,1년미만,Y,N,Y,derived:PRBD01N001
KR310502GC82,장내,1,AA,3,crd_grd,356,1년미만,Y,N,Y,derived:PRBD01N001
KR310502GFB2,장내,1,AAA,1,crd_grd,77,1년미만,Y,N,Y,derived:PRBD01N001
KR310502GG21,장내,1,AAA,1,crd_grd,257,1년미만,Y,N,Y,derived:PRBD01N001
KR310508GD77,장내,1,AAA,1,crd_grd,330,1년미만,Y,N,Y,derived:PRBD01N001
KR310510GG39,장내,1,AAA,1,crd_grd,209,1년미만,Y,N,Y,derived:PRBD01N001
KR310511GEB6,장내,1,AAA,1,crd_grd,84,1년미만,Y,N,Y,derived:PRBD01N001
KR310511GG46,장내,1,AAA,1,crd_grd,242,1년미만,Y,N,Y,derived:PRBD01N001
KR310514GG19,장내,1,AAA,1,crd_grd,153,1년미만,Y,N,Y,derived:PRBD01N001
KR351601GG66,장내,1,AAA,1,crd_grd,1015,1-3년,Y,N,Y,derived:PRBD01N001
KR6019806G37,장내,1,AA-,4,crd_grd,581,1-3년,Y,N,Y,derived:PRBD01N001
KR351602GBB9,장내,1,AAA,1,crd_grd,96,1년미만,Y,N,Y,derived:PRBD01N001
KR351602GC36,장내,1,AAA,1,crd_grd,195,1년미만,Y,N,Y,derived:PRBD01N001
KR351602GC93,장내,1,AAA,1,crd_grd,381,1-3년,Y,N,Y,derived:PRBD01N001
KR351606GE22,장내,1,AAA,1,crd_grd,914,1-3년,Y,N,Y,derived:PRBD01N001
KR351901GFA8,장내,1,AAA,1,crd_grd,2259,5-10년,Y,N,Y,derived:PRBD01N001
KR352201GA64,장내,1,AAA,1,crd_grd,1391,3-5년,Y,N,Y,derived:PRBD01N001
KR352301GC53,장내,1,AAA,1,crd_grd,280,1년미만,Y,N,Y,derived:PRBD01N001
KR352501GBB2,장내,1,AAA,1,crd_grd,88,1년미만,Y,N,Y,derived:PRBD01N001
KR352501GEA8,장내,1,AAA,1,crd_grd,1152,3-5년,Y,N,Y,derived:PRBD01N001
KR352502GG72,장내,1,AAA,1,crd_grd,1053,1-3년,Y,N,Y,derived:PRBD01N001
KR352503GE99,장내,1,AAA,1,crd_grd,1133,3-5년,Y,N,Y,derived:PRBD01N001
KR352701G640,장내,1,AAA,1,crd_grd,7166,10년이상,Y,N,Y,derived:PRBD01N001
KR352701G970,장내,1,AAA,1,crd_grd,1068,1-3년,Y,N,Y,derived:PRBD01N001
KR352701GDB4,장내,1,AAA,1,crd_grd,77,1년미만,Y,N,Y,derived:PRBD01N001
KR352701GF56,장내,1,AAA,1,crd_grd,630,1-3년,Y,N,Y,derived:PRBD01N001
KR352701GFA1,장내,1,AAA,1,crd_grd,788,1-3년,Y,N,Y,derived:PRBD01N001
KR352702G655,장내,1,AAA,1,crd_grd,3566,5-10년,Y,N,Y,derived:PRBD01N001
KR352702G846,장내,1,AAA,1,crd_grd,7899,10년이상,Y,N,Y,derived:PRBD01N001
KR352702GG88,장내,1,AAA,1,crd_grd,1085,1-3년,Y,N,Y,derived:PRBD01N001
KR353601DE59,장내,1,AAA,1,crd_grd,283,1년미만,Y,N,Y,derived:PRBD01N001
KR353601DE91,장내,1,AAA,1,crd_grd,405,1-3년,Y,N,Y,derived:PRBD01N001
KR353601GD99,장내,1,AAA,1,crd_grd,203,1년미만,Y,N,Y,derived:PRBD01N001
KR353603DCB0,장내,1,AAA,1,crd_grd,466,1-3년,Y,N,Y,derived:PRBD01N001
KR353604GEB7,장내,1,AAA,1,crd_grd,1192,3-5년,Y,N,Y,derived:PRBD01N001
KR354401GG47,장내,1,AAA,1,crd_grd,223,1년미만,Y,N,Y,derived:PRBD01N001
KR354402GEC3,장내,1,AAA,1,crd_grd,103,1년미만,Y,N,Y,derived:PRBD01N001
KR354402GF13,장내,1,AAA,1,crd_grd,135,1년미만,Y,N,Y,derived:PRBD01N001
KR354403GD97,장내,1,AAA,1,crd_grd,15,1년미만,Y,N,Y,derived:PRBD01N001
KR354403GFC8,장내,1,AAA,1,crd_grd,841,1-3년,Y,N,Y,derived:PRBD01N001
KR354404GG69,장내,1,AAA,1,crd_grd,658,1-3년,Y,N,Y,derived:PRBD01N001
KR354405GC39,장내,1,AAA,1,crd_grd,5685,10년이상,Y,N,Y,derived:PRBD01N001
KR354405GG68,장내,1,AAA,1,crd_grd,1023,1-3년,Y,N,Y,derived:PRBD01N001
KR354406GG83,장내,1,AAA,1,crd_grd,1082,1-3년,Y,N,Y,derived:PRBD01N001
KR354407G477,장내,1,AAA,1,crd_grd,1068,1-3년,Y,N,Y,derived:PRBD01N001
KR354407G4B6,장내,1,AAA,1,crd_grd,1173,3-5년,Y,N,Y,derived:PRBD01N001
KR354407G840,장내,1,AAA,1,crd_grd,2420,5-10년,Y,N,Y,derived:PRBD01N001
KR354407GB20,장내,1,AAA,1,crd_grd,3455,5-10년,Y,N,Y,derived:PRBD01N001
KR354407GC52,장내,1,AAA,1,crd_grd,3918,10년이상,Y,N,Y,derived:PRBD01N001
KR354407GDA8,장내,1,AAA,1,crd_grd,784,1-3년,Y,N,Y,derived:PRBD01N001
KR354408G5B2,장내,1,AAA,1,crd_grd,3364,5-10년,Y,N,Y,derived:PRBD01N001
KR354408G764,장내,1,AAA,1,crd_grd,3945,10년이상,Y,N,Y,derived:PRBD01N001
KR354408G780,장내,1,AAA,1,crd_grd,4008,10년이상,Y,N,Y,derived:PRBD01N001
KR354408GC69,장내,1,AAA,1,crd_grd,3946,10년이상,Y,N,Y,derived:PRBD01N001
KR354408GD50,장내,1,AAA,1,crd_grd,6105,10년이상,Y,N,Y,derived:PRBD01N001
KR354408GE34,장내,1,AAA,1,crd_grd,10061,10년이상,Y,N,Y,derived:PRBD01N001
KR354408GE59,장내,1,AAA,1,crd_grd,6476,10년이상,Y,N,Y,derived:PRBD01N001
KR354409GC84,장내,1,AAA,1,crd_grd,5828,10년이상,Y,N,Y,derived:PRBD01N001
KR6019807F60,장내,1,AA-,4,crd_grd,490,1-3년,Y,N,Y,derived:PRBD01N001
KR354410GD80,장내,1,AAA,1,crd_grd,9852,10년이상,Y,N,Y,derived:PRBD01N001
KR354411GEA8,장내,1,AAA,1,crd_grd,6633,10년이상,Y,N,Y,derived:PRBD01N001
KR354411GF46,장내,1,AAA,1,crd_grd,6819,10년이상,Y,N,Y,derived:PRBD01N001
KR354411GF95,장내,1,AAA,1,crd_grd,26,1년미만,Y,N,Y,derived:PRBD01N001
KR354413GA23,장내,1,AAA,1,crd_grd,177,1년미만,Y,N,Y,derived:PRBD01N001
KR354413GCB6,장내,1,AAA,1,crd_grd,459,1-3년,Y,N,Y,derived:PRBD01N001
KR354413GF51,장내,1,AAA,1,crd_grd,1009,1-3년,Y,N,Y,derived:PRBD01N001
KR354414G861,장내,1,AAA,1,crd_grd,671,1-3년,Y,N,Y,derived:PRBD01N001
KR354414GA89,장내,1,AAA,1,crd_grd,1461,3-5년,Y,N,Y,derived:PRBD01N001
KR354414GB88,장내,1,AAA,1,crd_grd,10993,10년이상,Y,N,Y,derived:PRBD01N001
KR354414GC20,장내,1,AAA,1,crd_grd,185,1년미만,Y,N,Y,derived:PRBD01N001
KR3544157323,장내,1,AAA,1,crd_grd,2370,5-10년,Y,N,Y,derived:PRBD01N001
KR354415G744,장내,1,AAA,1,crd_grd,2070,5-10년,Y,N,Y,derived:PRBD01N001
KR354415G942,장내,1,AAA,1,crd_grd,2802,5-10년,Y,N,Y,derived:PRBD01N001
KR354415GC52,장내,1,AAA,1,crd_grd,1007,1-3년,Y,N,Y,derived:PRBD01N001
KR354416G7B8,장내,1,AAA,1,crd_grd,4113,10년이상,Y,N,Y,derived:PRBD01N001
KR354416G9C2,장내,1,AAA,1,crd_grd,4869,10년이상,Y,N,Y,derived:PRBD01N001
KR354416GE34,장내,1,AAA,1,crd_grd,2767,5-10년,Y,N,Y,derived:PRBD01N001
KR354417GAB1,장내,1,AAA,1,crd_grd,5209,10년이상,Y,N,Y,derived:PRBD01N001
KR354418GB50,장내,1,AAA,1,crd_grd,643,1-3년,Y,N,Y,derived:PRBD01N001
KR354419GE98,장내,1,AAA,1,crd_grd,10264,10년이상,Y,N,Y,derived:PRBD01N001
KR354419GG47,장내,1,AAA,1,crd_grd,246,1년미만,Y,N,Y,derived:PRBD01N001
KR354420GG10,장내,1,AAA,1,crd_grd,159,1년미만,Y,N,Y,derived:PRBD01N001
KR354421GE86,장내,1,AAA,1,crd_grd,739,1-3년,Y,N,Y,derived:PRBD01N001
KR354422G6C0,장내,1,AAA,1,crd_grd,124,1년미만,Y,N,Y,derived:PRBD01N001
KR354423G6C9,장내,1,AAA,1,crd_grd,1950,5-10년,Y,N,Y,derived:PRBD01N001
KR354423GD69,장내,1,AAA,1,crd_grd,6147,10년이상,Y,N,Y,derived:PRBD01N001
KR354423GD77,장내,1,AAA,1,crd_grd,6182,10년이상,Y,N,Y,derived:PRBD01N001
KR354424GC44,장내,1,AAA,1,crd_grd,3901,10년이상,Y,N,Y,derived:PRBD01N001
KR354425GD59,장내,1,AAA,1,crd_grd,9772,10년이상,Y,N,Y,derived:PRBD01N001
KR35444572B6,장내,1,AAA,1,crd_grd,7796,10년이상,Y,N,Y,derived:PRBD01N001
KR354601G6C3,장내,1,AAA,1,crd_grd,7412,10년이상,Y,N,Y,derived:PRBD01N001
KR354601G772,장내,1,AAA,1,crd_grd,7638,10년이상,Y,N,Y,derived:PRBD01N001
KR354601G988,장내,1,AAA,1,crd_grd,8409,10년이상,Y,N,Y,derived:PRBD01N001
KR354601GBA0,장내,1,AAA,1,crd_grd,48,1년미만,Y,N,Y,derived:PRBD01N001
